"show_id","type","title","director","listed_in","description","country","date_added","rating"
"s2512","Movie","Wadjda","Haifaa Al-Mansour","Dramas, Independent Movies, International Movies","A persistent 10-year-old wishes for a new bicycle so she can beat her friend (a boy) in a race. But it's going to take some ingenuity to get one.","Saudi Arabia, Netherlands, Germany, Jordan, United Arab Emirates, United States","May 19, 2020","PG"
"s2514","Movie","Light in the Dark","Ekene Som Mekwunye","Dramas, International Movies","A terrifying home invasion shatters a couple's happy family life and brings their marriage to the brink as painful fallout unfolds.","Nigeria","May 18, 2020","TV-14"
"s2520","TV Show","Avatar: The Last Airbender",NULL,"Classic & Cult TV, Kids' TV, TV Action & Adventure","Siblings Katara and Sokka wake young Aang from a long hibernation and learn he's an Avatar, whose air-bending powers can defeat the evil Fire Nation.","United States","May 15, 2020","TV-Y7"
"s2521","Movie","Heaven Without People","Lucien Bourjeily","Dramas, International Movies","From long resentments to deep secrets, an overdue family reunion erupts with drama when the matriarch makes a disturbing discovery.","Lebanon","May 15, 2020","TV-MA"
"s2527","TV Show","She-Ra and the Princesses of Power",NULL,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy","Soldier Adora finds a magic sword – and her identity as legendary hero She-Ra. She joins the Rebellion, but her best friend stays with the evil Horde.","United States","May 15, 2020","TV-Y7"
"s2530","TV Show","The Wiggles",NULL,"Kids' TV","The top band for preschool kids, The Wiggles, entertains tots with spirited music, simple choreography and whimsical adventures.","Australia","May 15, 2020","TV-Y"
"s2532","Movie","Dilan 1990","Fajar Bustomi, Pidi Baiq","Dramas, International Movies, Romantic Movies","At a Bandung high school, charming and rebellious Dilan vies for the affections of shy new student Milea.","Indonesia","May 14, 2020","TV-14"
"s2533","Movie","Dilan 1991","Fajar Bustomi, Pidi Baiq","Dramas, International Movies, Romantic Movies","Dilan's involvement in the motorbike gang imperils his relationship with Milea, whose distant relative returns from Belgium.","Indonesia","May 14, 2020","TV-14"
"s2534","Movie","Fan of Amoory","Salmeen AlMurry Amer","Children & Family Movies, Dramas, International Movies","Inspired by his idol Omar Abdulrahman, a young boy navigates obstacles as he chases his dream of becoming a professional soccer player.","United Arab Emirates","May 14, 2020","TV-G"
"s2536","Movie","Match","Obaid Alhmoudi","Dramas, International Movies","After living with a criminal father, two brothers on different paths head for a direct collision when an intriguing woman enters both of their lives.",NULL,"May 14, 2020","TV-14"
"s2537","Movie","Rencor tatuado","Julián Hernández","Dramas, Independent Movies, International Movies","Armed with a thirst for revenge, a vigilante makes justice her business after being hired by various women to seduce and humiliate their rapists.","Mexico","May 14, 2020","TV-MA"
"s2539","Movie","Wedy Atkalam","Sadeq Behbehani","Comedies, Dramas, International Movies","A socially conscious film director struggles with his career as he faces numerous obstacles, including his social media-friendly significant other.","Kuwait","May 14, 2020","TV-PG"
"s2542","Movie","Ali & Alia","Hussein El Ansary","Dramas, International Movies, Romantic Movies","Drugs and addiction endanger the love — and lives — of two childhood sweethearts struggling to survive the perils of a precarious world.","United Arab Emirates","May 12, 2020","TV-14"
"s2543","TV Show","True: Terrific Tales",NULL,"Kids' TV","Through the magic of the Story Spinner, True and her friends create their own versions of Pinocchio, Little Red Riding Hood and other classic tales.","Canada","May 12, 2020","TV-Y"
"s2550","Movie","John Henry","Will Forbes","Dramas, Thrillers","A reformed LA gang member upends his peaceful new life when he steps in to protect two young immigrants from his violent former leader.","United States","May 9, 2020","R"
"s2551","Movie","18 Presents","Francesco Amato","Dramas, Independent Movies, International Movies","A pregnant mother with terminal cancer leaves behind 18 sentimental gifts for her unborn daughter to receive every birthday until she reaches womanhood.","Italy","May 8, 2020","TV-MA"
"s2611","Movie","R.K.Nagar","Saravana Rajan","Action & Adventure, Comedies, Dramas","Things look up for a Chennai man struggling to make ends meet when he falls for a politician’s daughter – until he gets entangled in a murder case.","India","April 29, 2020","TV-14"
"s2555","TV Show","The Hollow",NULL,"Kids' TV, TV Thrillers","Three teens join forces to find a way home after waking up in a strange realm filled with magic portals, perplexing puzzles and vicious beasts.","Canada","May 8, 2020","TV-Y7"
"s2559","Movie","Si Doel the Movie","Rano Karno","Dramas, International Movies","Fourteen years after the woman he loved left him, a married man ventures to Amsterdam to find her but must decide where his heart lies.","Indonesia","May 7, 2020","TV-PG"
"s2565","Movie","One Day: Justice Delivered","Ashok Nanda","Dramas, International Movies","A former judge in retirement finds and punishes the culprits he could not convict in court, spurring a crime branch officer to investigate.","India","May 3, 2020","TV-14"
"s2567","Movie","Bennett's War","Alex Ranarivelo","Dramas, Sports Movies","A medically discharged soldier attempts an improbable return to motorcycle racing to win enough prize money to save his father's farm.","United States","May 2, 2020","PG-13"
"s2571","Movie","Lady Driver","Shaun Paul Piccinino","Dramas, Sports Movies","When a rebellious teen searches for her unknown roots, it leads her to the sport of dirt track racing and a discovery she didn't expect.","United States","May 2, 2020","PG"
"s2573","Movie","Roped","Shaun Paul Piccinino","Children & Family Movies, Dramas, Romantic Movies","A star cowboy in a traveling rodeo gets thrown off course when he falls in love with the daughter of a tough-minded town councilman.","United States","May 2, 2020","PG"
"s2574","Movie","The Stand at Paxton County","Brett Hedlund","Dramas, Independent Movies, Thrillers","A military veteran comes home to find her father harassed by a sheriff intent on confiscating the livestock on their ranch under shady pretenses.","United States","May 2, 2020","R"
"s2577","Movie","All Day and a Night","Joe Robert Cole","Dramas, Independent Movies","While serving life in prison, a young man looks back at the people, the circumstances and the system that set him on the path toward his crime.","United States","May 1, 2020","R"
"s2584","TV Show","Masha and the Bear",NULL,"Kids' TV","Lively little Masha lives near the forest, where she has many wonderful adventures with her best friend, a bear who used to be in the circus.","Russia","May 1, 2020","TV-Y"
"s2585","Movie","Material","Craig Freimond","Comedies, Dramas, International Movies","A dutiful son must hide his pursuit of stand-up comedy from his staunch father, who expects him to inherit his store and uphold their Muslim beliefs.","South Africa","May 1, 2020","TV-14"
"s2589","TV Show","Oh Yuck",NULL,"Kids' TV, TV Comedies","Using a concoction of cartoons, comedy and live action, Dr. Yuck and his eccentric lab mates investigate the science behind the planet's ickiest things.","Canada","May 1, 2020","TV-G"
"s2592","Movie","The Half Of It","Alice Wu","Comedies, Dramas, LGBTQ Movies","When smart but cash-strapped teen Ellie Chu agrees to write a love letter for a jock, she doesn't expect to become his friend — or fall for his crush.","United States","May 1, 2020","PG-13"
"s2606","Movie","Ekşi Elmalar","Yılmaz Erdoğan","Dramas, International Movies","In an eastern Turkish town, suitors knock on the door of the mayor and father of three beautiful daughters who choose to follow their own paths.","Turkey","April 29, 2020","TV-PG"
"s2608","Movie","Love Is War","Omoni Oboli","Comedies, Dramas, International Movies","An adoring couple elects to test the strength of their marriage when they run against each other for the office of state governor.","Nigeria","April 29, 2020","TV-14"
"s2613","Movie","Beynelmilel","Muharrem Gülmez, Sırrı Süreyya Önder","Comedies, Dramas, International Movies","When a local musician and his band are forced to perform in honor of a right-wing coup, his daughter schemes to make their music subversive instead.","Turkey","April 28, 2020","TV-MA"
"s2616","Movie","Cinar Agaci","Handan İpekçi","Comedies, Dramas, International Movies","A matriarch and her grandson forge a special bond during family picnics every two months, until her health causes a conflict among the relatives.","Turkey","April 28, 2020","TV-14"
"s2618","Movie","İstanbul Kırmızısı","Ferzan Özpetek","Dramas, Independent Movies, International Movies","Upon his return to Istanbul, an expat writer-editor finds himself stranded inside a web of tangled relationships after his filmmaker friend vanishes.","Italy, Turkey","April 28, 2020","TV-MA"
"s2623","Movie","The Reliant","Paul Munger","Dramas, Faith & Spirituality","When a town suffers an economic collapse, social unrest forces a family to seek refuge in the wilderness as bitter outlaws threaten their survival.","United States","April 28, 2020","PG-13"
"s2626","Movie","Love Aaj Kal","Imtiaz Ali","Dramas, International Movies, Romantic Movies","When professional ambitions clash with personal feelings for a modern-day couple, a love story from a bygone decade may offer some wisdom.","India","April 27, 2020","TV-MA"
"s2627","Movie","The Lift Boy","Jonathan Augustin","Dramas, Independent Movies, International Movies","When a lazy young man replaces his father as the elevator operator of a posh residential complex, what he sees as menial work soon takes on new meaning.","India","April 27, 2020","TV-MA"
"s3402","TV Show","Little Baby Bum: Nursery Rhyme Friends",NULL,"British TV Shows, Kids' TV","Twinkle, Mia, Jacus and the rest of the Nursery Rhyme Friends perform catchy tunes for the little ones.","United Kingdom","October 18, 2019","TV-Y"
"s2631","Movie","Bittersweet","Khaled Marei","Comedies, Dramas, International Movies","After 20 years abroad, a photographer returns to his birth country of Egypt and gets stranded without identification in a now unfamiliar culture.","Egypt","April 25, 2020","TV-MA"
